drug_id,drug_name,drug_synonyms_value,drug_synonyms_type,therapy_areas,drug_primary_action_value,drug_primary_action_id,drug_secondary_action_value,drug_secondary_action_id,drug_primary_indication_value,drug_primary_indication_id,drug_secondary_indication_value,drug_secondary_indication_id,drug_primary_company_value,drug_primary_company_id,drug_secondary_company_value,drug_secondary_company_id,drug_company_originator_value,drug_company_originator_id,drug_brand_names,drug_generic_names,molecular_mechanism_value,molecular_mechanism_id,cellular_mechanism_value,cellular_mechanism_id
8416,marimastat,BB-2516|marimastat|TA-2516,Research Code|USAN|INN|Research Code,Cancer,Matrix metalloprotease inhibitor,253,Anticancer,1545,,,Esophagus tumor|Stomach tumor|Bone metastases|Melanoma|Pancreas tumor|Prostate tumor|Breast tumor|Head and neck tumor|Cancer|Lung tumor|Brain tumor|Ovary tumor|Colorectal tumor,1011|127|1829|205|249|276|49|623|651|755|760|799|989,,,Vernalis plc|Schering-Plough Corp|Tanabe Seiyaku Co Ltd,15262|19711|20315,Vernalis plc,15262,,,,,,
84217,pegzilarginase,"L-arginine degrading enzymes (cancer), Aeglea Biotherapeutics|L-arginine degrading enzymes (cancer), University of Texas System|AERase|engineered human arginase-1 enzyme (cancer/hyperargininemia), Aeglea BioTherapeutics|pegzilarginase|AEB-1102|Co-ArgI-PEG",Research Code|USAN|INN|Research Code,Cancer|Endocrine/Metabolic,Arginase-I stimulator,7088,Anticancer|Synergist,1545|7293,Small-cell lung cancer|Myelodysplastic syndrome|Acute myelogenous leukemia|Melanoma|Uveal melanoma|Amino acid and protein metabolism disorder,1261|1272|1731|205|3788|482,Cancer,651,Immedica Pharma AB|Aeglea BioTherapeutics Inc,1073345|1080637,University of Texas System,21864,University of Texas System,21864,,,,,,
84239,imifoplatin,"PT-112|phosphaplatin compounds (cancer), Phosplatin|phosphaplatin compounds (cancer), Ohio University|PT-112 and its analogs (cancer), Phosplatin|imifoplatin",Research Code|INN,Cancer,,,Immunostimulant|T-lymphocyte stimulator|Apoptosis stimulator|Anticancer,393|7761|1589|1545,Non-small-cell lung cancer|Stomach tumor|Hepatocellular carcinoma|Transitional cell carcinoma|Multiple myeloma|Thymoma|Squamous cell carcinoma|Hormone refractory prostate cancer|Metastatic breast cancer|Advanced solid tumor|Breast tumor|Head and neck tumor|Cancer|Colorectal tumor,1262|127|1767|1771|1828|2939|307|3246|3657|3713|49|623|651|989,,,Phosplatin Therapeutics LLC|SciClone Pharmaceuticals LLC,1080640|19829,Ohio University,20648,Ohio University,20648,,,,,,
84250,"tocilizumab (subcutaneous), Roche/Chugai","atlizumab|IL-6 receptor MAb, Chugai|anti-interleukin-6 receptor MAb, Chugai|MRA|R-1569|tocilizumab|Actemra|RoActemra|RG-1569|RO-4877533|tocilizumab (subcutaneous), Roche/Chugai|MRA-SC",Research Code|Research Code|USAN|INN|Trade Name|Trade Name|Research Code|Research Code|Research Code,Cardiovascular|Immune|Neurology/Psychiatric|Respiratory,IL-6 receptor antagonist,471,Anti-inflammatory|Antiviral|Therapeutic antibody,2953|991|172641,Vasculitis|Takayasus arteritis|Temporal arteritis|Interstitial lung disease|Rheumatoid arthritis|Juvenile rheumatoid arthritis,1532|1537|1850|2466|291|3003,Scleroderma,1105,Chugai Pharmaceutical Co Ltd|JW Pharmaceutical Corp|Roche Holding AG,15414|15411|19446,,,Chugai Pharmaceutical Co Ltd,15414,,,,,,
84390,"BET inhibitors (cancer), Zenith Epigenetics","BET inhibitors (cancer), Zenith Epigenetics|RVX-2135|BET inhibitors (cancer), Resverlogix|ZEN-3365|ZEN-003365|ZEN-3309|ZEN-3212",Research Code|Research Code|Research Code|Research Code|Research Code,Cancer,MYC gene inhibitor|Bromodomain containing protein inhibitor,18604|34558,Apoptosis stimulator|Anticancer,1589|1545,,,Acute myelogenous leukemia|Chronic leukemia|Multiple myeloma,1731|1733|1828,,,Resverlogix Corp|Zenith Epigenetics Ltd,1007048|1084523,Resverlogix Corp,1007048,,,,,,
84412,CB-5083,"p97 inhibitors (cancer), Cleave Biosciences|CL-973134|CL-974521|CL-974039|CL-974386|CL-970294|CB-5083",Research Code|Research Code|Research Code|Research Code|Research Code|Research Code,Cancer|Neurology/Psychiatric,Transitional endoplasmic ATPase inhibitor|AAA ATPase inhibitor,26608|36013,Apoptosis stimulator|Musculoskeletal system modulator|Anticancer,1589|7235|1545,Multiple myeloma|Myopathy|Solid tumor,1828|672|725,Cancer,651,Cleave Therapeutics Inc,1065450,,,Cleave Therapeutics Inc,1065450,,,,,,
84437,"recombinant human endostatin (iv, NSCLC), Denovo Biopharma/Wuzhong Group","recombinant human endostatin (intravenous, advanced non-small cell lung cancer), Wuzhong Group|Sulijia|endostatin human|DB-108|recombinant human endostatin (iv, NSCLC), Denovo Biopharma/Wuzhong Group",Trade Name|Research Code,Cancer,Endostatin stimulator,49941,Anticancer protein kinase inhibitor|Apoptosis stimulator|Angiogenesis inhibitor,62255|1589|61,Metastatic non small cell lung cancer,3665,Cancer,651,Denovo Biopharma LLC|Jiangsu Wuzhong Pharmaceutical Group Corp,1076271|1072333,,,Jiangsu Wuzhong Pharmaceutical Group Corp,1072333,,,,,,
84524,telaglenastat hydrochloride,"CB-839|glutaminase inhibitors (oral, cancer), Calithera Bioscience|telaglenastat|glutaminase inhibitors (oral, cancer/anaplastic astrocytoma), Calithera Bioscience|telaglenastat hydrochloride|CB-839 HCl",Research Code|USAN|INN|USAN|Research Code,Cancer,Glutaminase inhibitor,85018,Cell cycle inhibitor|Anticancer|Apoptosis stimulator|Synergist,767|1545|1589|7293,Myelodysplastic syndrome|Pancreatic ductal adenocarcinoma|Renal cell carcinoma|Melanoma|Hematological neoplasm|Adenocarcinoma|Anaplastic astrocytoma|Hormone refractory prostate cancer|Metastatic breast cancer|Metastatic colorectal cancer|Metastatic non small cell lung cancer|Advanced solid tumor|Metastatic renal cell carcinoma,1272|1507|1766|205|2054|2399|2567|3246|3657|3658|3665|3713|4250,Non-small-cell lung cancer|Cancer|Solid tumor|Colorectal tumor,1262|651|725|989,Calithera Biosciences Inc|Sanford-Burnham Medical Research Institute,1055363|17746,,,Calithera Biosciences Inc,1055363,,,,,,
84557,CJM-112,CJM-112,Research Code,Cancer|Dermatologic|Immune|Respiratory,Interleukin 17 ligand inhibitor,14131,Immunomodulator|Anticancer|Anti-inflammatory,1596|1545|2953,Multiple myeloma|Acne vulgaris|Asthma attack,1828|3040|3452,Multiple sclerosis|Psoriasis|Hidradenitis suppurativa,213|281|3542,Novartis AG,23137,,,Novartis AG,23137,,,,,,
84665,ceralasertib,AZD-6738|ceralasertib,Research Code|USAN|INN,Cancer,Serine threonine protein kinase ATR inhibitor|Phosphatidylinositol 3 kinase subunit 3 inhibitor,24838|45587,Synergist|Anticancer protein kinase inhibitor|Anticancer,7293|62255|1545,Small-cell lung cancer|Stomach tumor|Myelodysplastic syndrome|Pancreatic ductal adenocarcinoma|Biliary cancer|Endometrioid carcinoma|Chronic lymphocytic leukemia|Diffuse large B-cell lymphoma|Cholangiocarcinoma|Renal cell carcinoma|Transitional cell carcinoma|Osteosarcoma|Melanoma|Fallopian tube cancer|Adenocarcinoma|Carcinosarcoma|Squamous cell carcinoma|Peritoneal tumor|Gallbladder tumor|Non-Hodgkin lymphoma|Hormone refractory prostate cancer|Stage IV melanoma|Metastatic breast cancer|Metastatic non small cell lung cancer|Metastatic stomach cancer|Metastatic pancreas cancer|Metastatic head and neck cancer|Advanced solid tumor|Metastatic renal cell carcinoma|Uterine cervix tumor|Chronic myelomonocytic leukemia|Uterus tumor|Ovary tumor,1261|127|1272|1507|1516|1705|1734|1749|1765|1766|1771|1772|205|2243|2399|2614|307|3083|3146|319|3246|3257|3657|3665|3666|3669|3673|3713|4250|427|6833|740|799,Prolymphocytic leukemia|B-cell lymphoma|Cancer,1738|316|651,AstraZeneca plc|Samsung Medical Center (SMC),14190|1004334,,,AstraZeneca plc,14190,,,,,,
84695,catequentinib,"anlotinib dihydrochloride|VEGFR2/VEGFR3 inhibitor (capsule, cancer), Jiangsu Chia Tai Tianqing Pharmaceutical|AL-3818, Jiangsu Chia-tai Tianqing Pharmaceutical|anlotinib|AL-3818|FuKeWei|FOCUS-V|catequentinib|catequentinib dihydrochloride",Research Code|Research Code|Trade Name,Cancer,FGF1 receptor antagonist|FGF receptor antagonist|FGF2 receptor antagonist|PDGF receptor beta antagonist|PDGF receptor alpha antagonist|VEGF-3 receptor antagonist|FGF3 receptor antagonist|FGF4 receptor antagonist|Kit tyrosine kinase modulator|RET tyrosine kinase receptor family inhibitor|VEGF-1 receptor antagonist|VEGF-2 receptor antagonist,3682|168|3685|48492|48489|3850|3688|3691|3807|3816|3846|3848,Anticancer protein kinase inhibitor,62255,Esophagus tumor|Bone tumor|Glioma|Neuroendocrine tumor|Small-cell lung cancer|Stomach tumor|Gastrointestinal tumor|Biliary cancer|Endometrioid carcinoma|Diffuse large B-cell lymphoma|Cholangiocarcinoma|Hepatocellular carcinoma|Nasopharyngeal carcinoma|Sarcoma|Melanoma|Fallopian tube cancer|Leiomyosarcoma|Glioblastoma|Ewing sarcoma|Peritoneal tumor|Medullary thyroid cancer|Soft tissue sarcoma|Metastatic colorectal cancer|Metastatic non small cell lung cancer|Metastatic head and neck cancer|Advanced solid tumor|Metastatic renal cell carcinoma|Uterine cervix tumor|Urinary tract tumor|Ovary tumor,1011|1012|1108|1128|1261|127|131|1516|1705|1749|1765|1767|1768|194|205|2243|2446|2454|2975|3083|3240|3378|3658|3665|3673|3713|4250|427|738|799,Thyroid tumor|Cancer,1134|651,Advenchen Laboratories LLC|CP Group Chia Tai Tianqing Pharmaceutical Group Co Ltd,1017769|1025425,,,CP Group Chia Tai Tianqing Pharmaceutical Group Co Ltd,1025425,,,,,,
84701,AZD-2811,"kinase inhibitor (Accurin nanomedicine, cancer), BIND Therapeutics/ AstraZeneca|AZD1152-hQPA Accurins (nanoparticle, cancer), Astrazeneca/BIND|AZD-2811|aurora kinase B inhibitor (Accurin nanomedicine, cancer), BIND Therapeutics/ AstraZeneca|kinase inhibitor (Accurin nanomedicine, cancer), DNIB Unwind/AstraZeneca",Research Code,Cancer,Aurora protein kinase 1 inhibitor,4418,Anticancer protein kinase inhibitor,62255,Small-cell lung cancer|Myelodysplastic syndrome|Acute myelogenous leukemia|Advanced solid tumor,1261|1272|1731|3713,Cancer,651,AstraZeneca plc,14190,DNIB Unwind Inc,1035105,DNIB Unwind Inc,1035105,,,,,,
84805,AZD-8186,AZD-8186,Research Code,Cancer,Phosphoinositide-3 kinase beta inhibitor,11180,Anticancer protein kinase inhibitor,62255,,,Advanced solid tumor|Cancer|Solid tumor,3713|651|725,,,AstraZeneca plc,14190,AstraZeneca plc,14190,,,,,,
84912,olverembatinib dimesylate,"GZD-824|Bcr-Abl inhibitors (chronic myeloid leukemia), Guangzhou Institutes of Biomedicine and Health|D-824|Bcr-Abl inhibitors (chronic myeloid leukemia), Guangzhou Shunjian Biomedical Technology|HQP-1351|GIBH-824|APG-1351|olverembatinib|olverembatinib dimesylate|olverembatinib dimethanesulfonate",Research Code|Research Code|Research Code|Research Code|PINN,Cancer,Bcr protein inhibitor|ABL family tyrosine kinase inhibitor|Kit tyrosine kinase inhibitor,13571|3522|3808,Synergist|Anticancer protein kinase inhibitor,7293|62255,Acute lymphoblastic leukemia|Chronic myelocytic leukemia|Gastrointestinal stromal tumor,1728|1735|3205,,,Innovent Biologics Inc|Ascentage Pharma Group Corporation Ltd,1070750|1052437,Guangzhou Institutes of Biomedicine and Health,1053800,Guangzhou Institutes of Biomedicine and Health,1053800,,,,,,
84994,"chromene COX-2 inhibitors (tablets/capsules, inflammation/acute pain/cancer), Guangzhou Institutes of Biomedicine and Health/ Euclises","chromene COX-2 inhibitors (oral, inflammation/acute pain/cancer), Guangzhou Institutes of Biomedicine and Health|GIBH-1008|GIBH-1010|GIBH-1014|GIBH-1018|chromene COX-2 inhibitors (tablets/capsules, inflammation/acute pain/cancer), Guangzhou Institutes of Biomedicine and Health/ Euclises|ECP-1014|ECP-1012",Research Code|Research Code|Research Code|Research Code|Research Code|Research Code,Cancer|Immune|Inflammatory|Neurology/Psychiatric,Cyclooxygenase 2 inhibitor,1001,Anti-inflammatory|Analgesic|Anticancer,2953|2946|1545,Non-small-cell lung cancer|Inflammatory disease|Pain|Rheumatoid arthritis|Metastatic brain cancer|Head and neck tumor|Cancer|Solid tumor|Colorectal tumor,1262|188|20|291|3471|623|651|725|989,,,Guangzhou Institutes of Biomedicine and Health|Euclises Pharmaceuticals Inc,1053800|1073044,,,Guangzhou Institutes of Biomedicine and Health,1053800,,,,,,
85105,"entinostat + erlotinib (NSCLC), Syndax Pharmaceuticals/University of Colorado","entinostat + erlotinib (NSCLC), Syndax Pharmaceuticals/University of Colorado|entinostat + erlotinib",,Cancer,Histone deacetylase inhibitor|EGFR family tyrosine kinase receptor inhibitor|Epidermal growth factor receptor antagonist,2574|3754|740,Anticancer protein kinase inhibitor,62255,,,Non-small-cell lung cancer,1262,,,Syndax Pharmaceuticals Inc|University of Colorado System,1031631|25520,University of Colorado System,25520,,,,,,
85284,BPI-9016M,"BPI-9000|BPI-9016M|c-met and Axl tyrosine kinase inhibitor(oral/tablet, cancer), Beta Pharma|BPI-9016",Research Code|Research Code|Research Code,Cancer,Axl tyrosine kinase receptor inhibitor|Hepatocyte growth factor receptor antagonist,3742|675,Anticancer protein kinase inhibitor,62255,Non-small-cell lung cancer|Solid tumor,1262|725,,,Betta Pharmaceuticals Co Ltd,1051889,,,Betta Pharmaceuticals Co Ltd,1051889,,,,,,
85394,CD19CAR-28-zeta T cells,"anti-CD19 CAR T-cell therapy (lymphoma/multiple myeloma), Baylor College of Medicine|CD19CAR-28-zeta T cells",Research Code,Cancer,B-lymphocyte antigen CD19 modulator,5080,Anticancer|T-lymphocyte stimulator|Immunostimulant|Genetically engineered autologous cell therapy,1545|7761|393|4790,Chronic lymphocytic leukemia|Multiple myeloma|Lymphoma|Non-Hodgkin lymphoma,1734|1828|203|319,,,Baylor College of Medicine,20534,,,Baylor College of Medicine,20534,,,,,,
85411,cirmtuzumab,"anti-ROR1 mAbs (cancer), University of California San Diego|UC-961ADC3|Cirmtuzumab Vedotin|UC-961|cirmtuzumab|anti-ROR1 mAbs (cancer), Oncternal",Research Code|Research Code,Cancer,Ntrkr1 tyrosine kinase receptor inhibitor,3822,Anticancer monoclonal antibody|Anticancer protein kinase inhibitor,55685|62255,Endometrioid carcinoma|Chronic lymphocytic leukemia|Mantle cell lymphoma|B-cell lymphoma|Metastatic breast cancer|Ovary tumor,1705|1734|1744|316|3657|799,Cancer,651,Oncternal Therapeutics Inc,1122183,University of California San Diego,25451,University of California San Diego,25451,,,,,,
85487,luxeptinib,"CG-026806|Btk/Syk/VEGFR-2 inhibitors (cancer/rheumatoid arthritis), CrystalGenomics|Brutons tyrosine kinase/Spleen tyrosine kinase/VEGFR-2 inhibitors (cancer/rheumatoid arthritis), CrystalGenomics|CG-026828|Btk/Syk/VEGFR-2 inhibitors (oral, cancer), CrystalGenomics|CG'806|CG-806|FLT3/BTK kinase inhibitor (cancer), CrystalGenomics/Aptose Biosciences|luxeptinib",Research Code|Research Code|Research Code|Research Code|USAN,Cancer|Immune,Btk tyrosine kinase inhibitor|Flt3 tyrosine kinase inhibitor,3592|3806,Synergist|Anti-inflammatory|Anticancer protein kinase inhibitor,7293|2953|62255,Myelodysplastic syndrome|Acute myelogenous leukemia|Chronic lymphocytic leukemia|Mantle cell lymphoma|Leukemia|Lymphoma|Hematological neoplasm|Non-Hodgkin lymphoma,1272|1731|1734|1744|199|203|2054|319,Rheumatoid arthritis,291,Aptose Biosciences Inc|CrystalGenomics Inc,17215|1003254,,,CrystalGenomics Inc,1003254,,,,,,
85497,tinostamustine,"NL-101 (cancer), Northlake Biosciences/Mundipharma/Hangzhou Minsheng|NL-101|EDO-S101|tinostamustine|tinostamustine (cancer), Northlake Biosciences/Mundipharma/Hangzhou Minsheng|tinostamustine (intravenous, hematological cancer/solid tumors), Northlake Biosciences/Mundipharma/Hangzhou Minsheng|CY-190602",Research Code|Research Code|Research Code|USAN|INN|Research Code,Cancer|Cardiovascular,Histone deacetylase inhibitor,2574,Anti-inflammatory|Cell cycle inhibitor|Apoptosis stimulator|Anticancer alkylating agent,2953|767|1589|50,Small-cell lung cancer|Vasculitis|Hodgkins disease|Prolymphocytic leukemia|Mantle cell lymphoma|Follicle center lymphoma|Peripheral T-cell lymphoma|Cutaneous T-cell lymphoma|Multiple myeloma|Hematological neoplasm|Glioblastoma|Non-Hodgkin lymphoma|Soft tissue sarcoma|Breast tumor|Cancer|Ovary tumor,1261|1532|161|1738|1744|1745|1753|1754|1828|2054|2454|319|3378|49|651|799,,,Mundipharma EDO GmbH|Hangzhou Minsheng Pharmaceutical Group Company Ltd,24189|1028428,Mundipharma International Corp Ltd|Crystal Biopharmaceutical LLC|Northlake Biosciences LLC,1045514|1055652|1056099,Crystal Biopharmaceutical LLC,1055652,,,,,,
85503,lifirafenib,"BeiGene-283|BRAF kinase inhibitor (cancer), BeiGene/Merck KGaA|BGB-283|BRAF and EGFR dual inhibitor (cancer), BeiGene/Merck KGaA|lifirafenib|lifirafenib maleate|BGB-283 sesqui-maleate|lifirafenib sesqui-maleate",Research Code|Research Code|USAN|INN|USAN,Cancer,Epidermal growth factor receptor antagonist|Raf B protein kinase inhibitor,740|4548,Anticancer protein kinase inhibitor|Anticancer,62255|1545,Thyroid tumor|Endometrioid carcinoma|Hepatocellular carcinoma|Melanoma|Stage IV melanoma|Ovarian clear cell carcinoma|Metastatic colorectal cancer|Metastatic non small cell lung cancer|Metastatic stomach cancer|Metastatic pancreas cancer|Advanced solid tumor|Metastatic ovary cancer,1134|1705|1767|205|3257|3525|3658|3665|3666|3669|3713|3866,Cancer,651,BeiGene Co Ltd,1063251,Merck Serono SA,19862,BeiGene Co Ltd,1063251,,,,,,
85598,HL-085,"HL-085|MEK inhibitor (cancer), Tianjin Binjiang Pharma",Research Code,Cancer,MEK protein kinase inhibitor,4760,Anticancer protein kinase inhibitor,62255,Non-small-cell lung cancer|Stage IV melanoma|Metastatic colorectal cancer|Advanced solid tumor,1262|3257|3658|3713,Cancer,651,Kechow Pharma Inc,1115232,,,Kechow Pharma Inc,1115232,,,,,,
85603,Oncoquest-CLL,"IL-2/TMA-S (liposome based vaccine, Aggregon, chronic lymphocytic leukemia), Xeme Biopharma|Oncoquest-CLL|IL-2/TMA-S (liposome based vaccine, Aggregon, CLL), Xeme Biopharma",Trade Name,Cancer,Interleukin-2 ligand,12481,Anticancer|Therapeutic vaccine,1545|12379,Chronic lymphocytic leukemia,1734,Cancer,651,Xeme Biopharma Inc,1060613,,,Xeme Biopharma Inc,1060613,,,,,,
85671,"temozolomide (oral capsule, glioma), Jiangsu Tasly Diyi Pharmaceutical","temozolomide|temozolomide (oral capsule, glioma), Jiangsu Tasly Diyi Pharmaceutical|Diqing",USAN|Trade Name,Cancer,DNA methyltransferase inhibitor,6512,Anticancer alkylating agent,50,Glioma,1108,,,Jiangsu Tasly Diyi Pharmaceutical Co Ltd,1027711,,,Jiangsu Tasly Diyi Pharmaceutical Co Ltd,1027711,,,,,,
85691,STM-434,"STM-217|recombinant human soluble activin type 2B receptor Fc fusion protein (cancer), Amgen/Atara Biotherapeutics|STM-434|STM-434/s",Research Code|Research Code|Research Code,Cancer,Activin type-IIB receptor antagonist,4574,Anticancer protein kinase inhibitor,62255,,,Unidentified indication|Cancer|Solid tumor|Ovary tumor,1005|651|725|799,,,Atara Biotherapeutics Inc|Amgen Inc,1074591|14109,Amgen Inc,14109,,,,,,
85714,"anti-PSMA CAR T-cell therapy (prostate cancer), Memorial Sloan-Kettering Cancer Center","anti-PSMA CAR T-cell therapy (prostate cancer), Memorial Sloan-Kettering Cancer Center",,Cancer,Glutamate carboxypeptidase II modulator,9267,Immunostimulant|Genetically engineered autologous cell therapy|T-lymphocyte stimulator|Anticancer,393|4790|7761|1545,Metastatic prostate cancer,3664,,,Memorial Sloan-Kettering Cancer Center,22122,,,Memorial Sloan-Kettering Cancer Center,22122,,,,,,
85761,camidanlumab tesirine,"HuMax-TAC-drug conjugate (leukemia/lymphoma, pyrrolobenzodiazepine (PBD)-based warhead), Genmab / ADC|HuMax-TAC-ADC|camidanlumab tesirine|ADCT-301|Cami-T|SUR-301|IL-2RA-targeting antibody (NHL/HL/DLBCL/AML/advanced solid tumors/myelodysplastic syndrome/myeloproliferative neoplasms), ADC Therapeutics",INN|Research Code|Research Code,Cancer|Hematologic,IL-2 receptor alpha subunit inhibitor,5100,Anticancer monoclonal antibody|Synergist|Anti-inflammatory,55685|7293|2953,Myelodysplastic syndrome|Hodgkins disease|Acute lymphoblastic leukemia|B-cell acute lymphoblastic leukemia|Acute myelogenous leukemia|Lymphoplasmacytic lymphoma|Mantle cell lymphoma|Follicle center lymphoma|Marginal zone B-cell lymphoma|Diffuse large B-cell lymphoma|Peripheral T-cell lymphoma|Cutaneous T-cell lymphoma|Leukemia|Lymphoma|Myeloproliferative disorder|Squamous cell carcinoma|Non-Hodgkin lymphoma|Stage IV melanoma|Metastatic bladder cancer|Metastatic breast cancer|Metastatic colorectal cancer|Metastatic non small cell lung cancer|Metastatic stomach cancer|Metastatic esophageal cancer|Metastatic pancreas cancer|Metastatic head and neck cancer|Advanced solid tumor|Metastatic ovary cancer|Metastatic renal cell carcinoma|Colon tumor|Burkitts lymphoma,1272|161|1728|1729|1731|1743|1744|1745|1746|1749|1753|1754|199|203|273|307|319|3257|3466|3657|3658|3665|3666|3667|3669|3673|3713|3866|4250|767|791,,,ADC Therapeutics Sarl|Genmab A/S,1068935|26469,,,Genmab A/S,26469,,,,,,
