Raw Drug,Mechanism Of Action,drug_cleaned,drug_sponsor,standard_drug,synonym_cortellus,flag,synonym_list,drug_cleaned_cortellus,flag_synoymn_list,synonym_list_cleaned,Mapping_flag
dehydroepiandrosterone,Unidentified pharmacological activity,dehydroepiandrosterone,,,,0,"['prasterone sodium sulphate (vaginal atrophy),/', 'prasterone (intra-vaginal, female sexual dysfunction/vaginal atrophy), Endoceutics//', 'Fidelin', 'DHEA (sexual dysfunction/vaginal atrophy)', 'DHEA, Paladin Labs', 'PB-005', '3-beta-hydroxyandrost-5-en-17-one', 'DHEAS, Pharmadigm', 'dehydroepiandrosterone (female sexual dysfunction)', 'DHEA, Neuroscience Pharma', 'DHEA (sexual dysfunction/vaginal atrophy), Endoceutics', 'BAY-86-5314', 'prasterone, Paladin Labs', 'DHEAS', 'synthetic steroid hormones', 'dehydroepiandrosterone, Neuroscience Pharma', 'sodium prasterone sulfate', 'PB-008', 'Vaginorm', 'prasterone (intravaginal, dyspareunia),/', 'DHEA', 'dehydroepiandrosterone (sexual dysfunction/vaginal atrophy),/', 'dehydroepiandrosterone', 'prasterone (intra-vaginal, female sexual dysfunction/vaginal atrophy),//', 'sodium prasterone sulfate (vaginal atrophy), Mayinglong Pharmaceutical/', 'prasterone  (female sexual dysfunction)', 'prasterone (intravaginal, dyspareunia), Endoceutics/', 'dehydroepiandrosterone (sexual dysfunction/vaginal atrophy), Endoceutics/', 'DHEAS, Paradigm', 'sodium prasterone sulfate (vaginal atrophy),/', 'dehydroepiandrosterone (sexual dysfunction/vaginal atrophy)', 'prasterone sodium sulphate (vaginal atrophy), Mayinglong Pharmaceutical/', 'synthetic steroid hormones, Pharmadigm', 'dehydroepiandrosterone, Paradigm', 'DHEA sulfate', 'dehydroepiandrosterone, Paladin Labs', 'prasterone', 'Intrarosa', 'prasterone (intra-vaginal, female sexual dysfunction/vaginal atrophy), Endoceutics/Bayer/', 'dehydroepiandrosterone (sexual dysfunction/vaginal atrophy), Endorecherche', 'INFLAREST']",,Drug_API_mapping,[],0
omacetaxine mepesuccinate (SC),Angiogenesis inhibitor; Apoptosis stimulant,omacetaxine mepesuccinate,,omacetaxine mepesuccinate,omacetaxine mepesuccinate,fexact,"['omacetaxine mepesuccinate', 'NSC-141633', 'homoharringtonine']",omacetaxine mepesuccinate,fexact,"['omacetaxine mepesuccinate', 'nsc 141633', 'homoharringtonine']",correct_mapping
KPT-9274,Nicotinamide phosphoribosyl transferase inhibitor; p21 activated kinase 4 inhibitor,KPT-9274,,KPT-9274,kpt 9274,fexact,"['ATG-019', 'KPT-9331', 'PAK4/NAMPT dual inhibitors (oral, cancer), Karyopharm/', 'KPT-9274', 'PAK4/NAMPT dual inhibitors (oral, cancer),/', 'KPT-7651', 'KPT-9307', 'KPT-7189', 'KPT-6604', 'KPT-8752', 'PAK4/NAMPT dual inhibitors (oral, cancer), Karyopharm Therapeutics', 'KCP-9274', 'PAK4/NAMPT dual inhibitors (oral, cancer)', 'KPT-7523']",KPT-9274,fexact,"['atg 019', 'kpt 9331', 'pak4 nampt dual inhibitors oral cancer karyopharm', 'kpt 9274', 'pak4 nampt dual inhibitors oral cancer', 'kpt 7651', 'kpt 9307', 'kpt 7189', 'kpt 6604', 'kpt 8752', 'pak4 nampt dual inhibitors oral cancer karyopharm therapeutics', 'kcp 9274', 'pak4 nampt dual inhibitors oral cancer', 'kpt 7523']",correct_mapping
"sodium stibogluconate, unspecified",Tyrosine phosphatase 1B inhibitor,sodium stibogluconate,unspecified,sodium stibogluconate (cancer),sodium stibogluconate,fexact,"['sodium stibogluconate', 'Lenocta', 'sodium stibogluconate (cancer)', 'sodium stibogluconate (cancer), VioQuest', 'VQD-001', 'sodium stibogluconate (cancer), Greenwich']",sodium stibogluconate (cancer),fexact,"['sodium stibogluconate', 'lenocta', 'sodium stibogluconate cancer', 'sodium stibogluconate cancer vioquest', 'vqd 001', 'sodium stibogluconate cancer greenwich']",correct_mapping
DVX-201,Natural killer cell stimulant; Immuno-oncology therapy,DVX-201,,,,0,"['DVX-201', 'CAR NK-cell therapy (allogeneic, acute myelogenous leukemia/high risk myelodysplastic syndrome/high risk myelodysplastic / myeloproliferative neoplasms/solid tumors/infectious disease)']",,NER_API,[],0
WU-NK-01,Natural killer cell stimulant; Immuno-oncology therapy,WU-NK-01,,,,0,['WU-NK-01'],,0,[],0
anti-CLL-1 CAR-T cells,T cell stimulant; Immuno-oncology therapy,anti-CLL-1 CAR-T cells,,,,0,['anti-CLL-1 CAR-T cells'],,0,[],0
FHD-286,ATPase inhibitor,FHD-286,,FHD-286,fhd 286,fexact,"['FHD-286', 'allosteric ATPase inhibitor of BRG1 and BRM (oral, acute myeloid leukemia/uveal melanoma)']",FHD-286,fexact,"['fhd 286', 'allosteric atpase inhibitor of brg1 and brm oral acute myeloid leukemia uveal melanoma']",correct_mapping
omacetaxine mepesuccinate,Angiogenesis inhibitor; Apoptosis stimulant,omacetaxine mepesuccinate,,omacetaxine mepesuccinate,omacetaxine mepesuccinate,fexact,"['omacetaxine mepesuccinate', 'NSC-141633', 'homoharringtonine']",omacetaxine mepesuccinate,fexact,"['omacetaxine mepesuccinate', 'nsc 141633', 'homoharringtonine']",correct_mapping
cladribine,Immunosuppressant; Adenosine deaminase inhibitor; DNA synthesis inhibitor,cladribine,,cladribine,cladribine,fexact,"['2-CdA', 'RWJ-26251', '2-chlorodeoxyadenosine', 'NSC-105014F', 'cladribine', 'Litak', 'Leustat', 'Leustatin']",cladribine,fexact,"['2 cda', 'rwj 26251', '2 chlorodeoxyadenosine', 'nsc 105014f', 'cladribine', 'litak', 'leustat', 'leustatin']",correct_mapping
PHI-101,Flt-3 antagonist; Checkpoint kinase 2 inhibitor,PHI-101,,PHI-101,phi 101,fexact,"['Flt3 tyrosine kinase inhibitor (oral, cancer), Pharos', 'Flt3 tyrosine kinase inhibitor (oral, cancer)', 'PHI-101']",PHI-101,fexact,"['flt3 tyrosine kinase inhibitor oral cancer pharos', 'flt3 tyrosine kinase inhibitor oral cancer', 'phi 101']",correct_mapping
glasdegib (oral),Hedgehog pathway inhibitor,glasdegib,,glasdegib,glasdegib,fexact,"['PF-04449913', 'PF-913', 'sonic hedgehog inhibitor (oral/tablet/capsule, cancers)', 'Daurismo', 'glasdegib maleate', 'glasdegib']",glasdegib,fexact,"['pf 04449913', 'pf 913', 'sonic hedgehog inhibitor oral tablet capsule cancers', 'daurismo', 'glasdegib maleate', 'glasdegib']",correct_mapping
ETH-155008,Cyclin-dependent kinase 4 inhibitor; Cyclin-dependent kinase 6 inhibitor; Pim-3 kinase inhibitor,ETH-155008,,ETH-155008,eth 155008,fexact,"['CDK4/CDK6/PIM/FLT3 inhibitor (cancer/NHL/AML), Shengke Therapeutics', 'ETH-155008']",ETH-155008,fexact,"['cdk4 cdk6 pim flt3 inhibitor cancer nhl aml shengke therapeutics', 'eth 155008']",correct_mapping
homoharringtonine,Apoptosis stimulant,homoharringtonine,,omacetaxine mepesuccinate,homoharringtonine,fexact,"['omacetaxine mepesuccinate', 'NSC-141633', 'homoharringtonine']",omacetaxine mepesuccinate,fexact,"['omacetaxine mepesuccinate', 'nsc 141633', 'homoharringtonine']",correct_mapping
LNK-01002,"Kinase inhibitor, unspecified",LNK-01002,,LNK-01002,lnk 01002,fexact,"['LNK-01002', 'LNK-1000318', 'ras protein inhibitor (oral/capsule/protac), malignant myeloid hematological tumor),//riken', 'ras protein inhibitor (oral/capsule/protac), malignant myeloid hematological tumor), lynk pharmaceuticals//riken', 'ras protein inhibitor (oral/capsule/protac), malignant myeloid hematological tumor)']",LNK-01002,fexact,"['lnk 01002', 'lnk 1000318', 'ras protein inhibitor oral capsule protac malignant myeloid hematological tumor riken', 'ras protein inhibitor oral capsule protac malignant myeloid hematological tumor lynk pharmaceuticals riken', 'ras protein inhibitor oral capsule protac malignant myeloid hematological tumor']",correct_mapping
JNJ-75276617,Menin-MLL inhibitor,JNJ-75276617,,JNJ-75276617,jnj 75276617,fexact,"['JNJ-75276617', 'histone lysine methyltransferase 2A-menin interaction inhibitor (oral, acute leukemiaa/acute myeloid leukemia/acute lymphoblastic leukemia)', 'KMT2A- Menin interaction inhibitor (acute leukemiaa/acute myeloid leukemia/acute lymphoblastic leukemia)']",JNJ-75276617,fexact,"['jnj 75276617', 'histone lysine methyltransferase 2a menin interaction inhibitor oral acute leukemiaa acute myeloid leukemia acute lymphoblastic leukemia', 'kmt2a menin interaction inhibitor acute leukemiaa acute myeloid leukemia acute lymphoblastic leukemia']",correct_mapping
mitoxantrone,Immunosuppressant; DNA topoisomerase II inhibitor,mitoxantrone,,mitoxantrone,mitoxantrone,fexact,"['Ralenova', 'mitoxantrone', 'CL-232315', 'Elsep', 'mitozantrone', 'mitoxantrone hydrochloride', 'Novantrone']",mitoxantrone,fexact,"['ralenova', 'mitoxantrone', 'cl 232315', 'elsep', 'mitozantrone', 'mitoxantrone hydrochloride', 'novantrone']",correct_mapping
"ILT3 chimaeric antigen receptor-T cell therapy, Carbiogene Therapeutics",T cell stimulant; Immuno-oncology therapy,ILT3 chimaeric antigen receptor-T cell therapy,Carbiogene Therapeutics,,,0,['ILT3 chimaeric antigen receptor-T cell therapy'],,0,[],0
Senl_002,CD19 antagonist; Immuno-oncology therapy,Senl_002,,,,0,['Senl_002'],,0,[],0
KITE-222,T cell stimulant; Immuno-oncology therapy,KITE-222,,KITE-222,kite 222,fexact,"['anti-CLL1 CAR T-cell therapy (AML)', 'KITE-796', 'anti-CLL1 CAR T-cell therapy (AML), Gilead', 'anti-CLL1 CAR T-cell therapy (eACT, cancer), Kite/', 'anti-CLL1 CAR T-cell therapy (eACT, cancer),/', 'KITE-222']",KITE-222,fexact,"['anti cll1 car t cell therapy aml', 'kite 796', 'anti cll1 car t cell therapy aml gilead', 'anti cll1 car t cell therapy eact cancer kite', 'anti cll1 car t cell therapy eact cancer', 'kite 222']",correct_mapping
CC-96191,Unidentified pharmacological activity,CC-96191,,CC-96191,cc 96191,fexact,['CC-96191'],CC-96191,fexact,['cc 96191'],correct_mapping
BGB-11417,Bcl2 inhibitor,BGB-11417,,BGB-11417,bgb 11417,fexact,"['Bcl-2 inhibitor (oral film-coated tablets, B-cell lymphomas)', 'BGB-11417']",BGB-11417,fexact,"['bcl 2 inhibitor oral film coated tablets b cell lymphomas', 'bgb 11417']",correct_mapping
IM-73,T cell stimulant; Immuno-oncology therapy,IM-73,,,,0,['IM-73'],,0,[],0
"CD7 CAR-T cell therapy, PersonGen Biomedicine",T cell stimulant; Immuno-oncology therapy,CD7 CAR-T cell therapy,PersonGen Biomedicine,,,0,['CD7 CAR-T cell therapy'],,0,[],0
HMPL-306,Isocitrate dehydrogenase 1 inhibitor; Isocitrate dehydrogenase 2 inhibitor,HMPL-306,,HMPL-306,hmpl 306,fexact,"['IDH 1/2 enzyme inhibitor', 'dual-inhibitor of Isocitrate dehydrogenase 1/2 enzymes', 'HMPL-306']",HMPL-306,fexact,"['idh 1 2 enzyme inhibitor', 'dual inhibitor of isocitrate dehydrogenase 1 2 enzymes', 'hmpl 306']",correct_mapping
DS-1594b,Menin-MLL inhibitor,DS-1594b,,DS-1594,ds 1594b,fexact,"['menin inhibitor (oral, myelodysplastic syndrome/acute lymphoblastic leukemia/acute myelogenous leukemia/chronic myelomonocytic leukemia)', 'DS-1594', 'DS-1594b']",DS-1594,fexact,"['menin inhibitor oral myelodysplastic syndrome acute lymphoblastic leukemia acute myelogenous leukemia chronic myelomonocytic leukemia', 'ds 1594', 'ds 1594b']",correct_mapping
aspacytarabine,DNA synthesis inhibitor,aspacytarabine,,aspacytarabine,aspacytarabine,fexact,"['cytarabine-asparagine conjugate (leukemia)', 'aspacytarabine', 'Astarabine', 'Asp(cytarabine)', 'BST-236']",aspacytarabine,fexact,"['cytarabine asparagine conjugate leukemia', 'aspacytarabine', 'astarabine', 'asp cytarabine', 'bst 236']",correct_mapping
BS-HH-002,Janus kinase inhibitor; Apoptosis stimulant,BS-HH-002,,BS-HH-002.SA,bs hh 002,fexact,"['BS-HH-002', 'BS-HH-002.SA']",BS-HH-002.SA,fexact,"['bs hh 002', 'bs hh 002 sa']",correct_mapping
CFI-400945,Polo-like kinase 4 inhibitor; Immuno-oncology therapy,CFI-400945,,CFI-400945 fumarate,cfi 400945,fexact,"['polo-like kinase 4 (plk4)\xa0inhibitor (oral tablet, advanced cancer/mds/aml/metastatic breast tumor/brain tumor)', 'CFI-400945 fumarate', 'polo-like kinase 4 (PLK4)\xa0inhibitor (oral tablet, advanced cancer/MDS/AML/metastatic breast tumor/brain tumor), The University Health Network', 'polo-like kinase 4 (plk4) inhibitor (oral tablet, advanced cancer/mds/aml/metastatic breast tumor/brain tumor)', 'CFI-440945', '400945', 'polo-like kinase 4 (PLK4) inhibitor (oral tablet, advanced cancer/MDS/AML/metastatic breast tumor/brain tumor), Treadwell Therapeutics/', '945', 'CFI-400945']",CFI-400945 fumarate,fexact,"['polo like kinase 4 plk4 \xa0inhibitor oral tablet advanced cancer mds aml metastatic breast tumor brain tumor', 'cfi 400945 fumarate', 'polo like kinase 4 plk4 \xa0inhibitor oral tablet advanced cancer mds aml metastatic breast tumor brain tumor the university health network', 'polo like kinase 4 plk4 inhibitor oral tablet advanced cancer mds aml metastatic breast tumor brain tumor', 'cfi 440945', '400945', 'polo like kinase 4 plk4 inhibitor oral tablet advanced cancer mds aml metastatic breast tumor brain tumor treadwell therapeutics', '945', 'cfi 400945']",correct_mapping
tamibarotene,Retinoic acid alpha receptor agonist; Retinoic acid beta receptor agonist,tamibarotene,,tamibarotene,tamibarotene,fexact,"['Tamibaro', 'TM-411', 'Amnolake', 'oral tamibarotene (oncological/inflammatory indications), Nippon Shinyaku/R&R/TMRC//Choongwae', 'tamibarotene', 'oral tamibarotene (oncological/inflammatory indications),//TMRC//Choongwae', 'OP-09', 'oral tamibarotene (oncological/inflammatory indications),/R&R/TMRC//Choongwae', 'RR-110', 'oral tamibarotene (oncological/inflammatory indications), Nippon Shinyaku/R&R/TMRC/Innovive/Choongwae', 'INNO-507', 'OMSO-728', 'TOS-80T', 'Amnoid', 'AM-80', 'oral tamibarotene (oncological/inflammatory indications),////Choongwae', 'SY-1425', 'oral tamibarotene (oncological/inflammatory indications), Nippon Shinyaku/R&R/TMRC/CytRx/Choongwae', 'Z-208']",tamibarotene,fexact,"['tamibaro', 'tm 411', 'amnolake', 'oral tamibarotene oncological inflammatory indications nippon shinyaku r r tmrc choongwae', 'tamibarotene', 'oral tamibarotene oncological inflammatory indications tmrc choongwae', 'op 09', 'oral tamibarotene oncological inflammatory indications r r tmrc choongwae', 'rr 110', 'oral tamibarotene oncological inflammatory indications nippon shinyaku r r tmrc innovive choongwae', 'inno 507', 'omso 728', 'tos 80t', 'amnoid', 'am 80', 'oral tamibarotene oncological inflammatory indications choongwae', 'sy 1425', 'oral tamibarotene oncological inflammatory indications nippon shinyaku r r tmrc cytrx choongwae', 'z 208']",correct_mapping
"ceramide nanoliposome, Keystone Nano",Unidentified pharmacological activity,ceramide nanoliposome,Keystone Nano,,,0,['ceramide nanoliposome'],,0,[],0
TBX-2400,Immunostimulant,TBX-2400,,TBX-2400,tbx 2400,fexact,['TBX-2400'],TBX-2400,fexact,['tbx 2400'],correct_mapping
"TAA6 CAR-T cell therapy, PersonGen BioTherapeutics",T cell stimulant; Immuno-oncology therapy,TAA6 CAR-T cell therapy,PersonGen BioTherapeutics,,,0,['TAA6 CAR-T cell therapy'],,0,[],0
SKLB-1028,EGFR antagonist; Abl receptor tyrosine kinase inhibitor; Flt-3 antagonist,SKLB-1028,,SKLB-1028,sklb 1028,fexact,['SKLB-1028'],SKLB-1028,fexact,['sklb 1028'],correct_mapping
flotetuzumab,CD3 agonist; Immuno-oncology therapy,flotetuzumab,,flotetuzumab,flotetuzumab,fexact,"['MGD-006', 'DART 123 (cancer), Servier', 'CD123 x CD3 DART Bi-Specific Antibody', 'anti-CD3/anti-CD123 bispecific T-cell engager (DART, hematological malignancy)', 'S-80880', 'flotetuzumab', 'CD123 x CD3 Dual Affinity Re-Targeting Bi-Specific Antibody', 'dart 123 (cancer)']",flotetuzumab,fexact,"['mgd 006', 'dart 123 cancer servier', 'cd123 x cd3 dart bi specific antibody', 'anti cd3 anti cd123 bispecific t cell engager dart hematological malignancy', 's 80880', 'flotetuzumab', 'cd123 x cd3 dual affinity re targeting bi specific antibody', 'dart 123 cancer']",correct_mapping
MANA-312,T cell stimulant; Immuno-oncology therapy,MANA-312,,MANA-312,mana 312,fexact,"['taa-targeted t-cell therapy (prame, survivin, wt1)', 'tumor associated antigen specific t-cells (hodgkin lymphoma)', 'MANA-312']",MANA-312,fexact,"['taa targeted t cell therapy prame survivin wt1', 'tumor associated antigen specific t cells hodgkin lymphoma', 'mana 312']",correct_mapping
quizartinib dihydrochloride,Flt-3 antagonist,quizartinib dihydrochloride,,quizartinib dihydrochloride,quizartinib dihydrochloride,fexact,"['AB-200432', 'ASP-2689', 'quizartinib', 'AC-886', 'Vanflyta', 'AB-530', 'AB-460', 'quizartinib dihydrochloride', 'AB-200382', 'AB-200243', 'Flt3 tyrosine kinase inhibitors', 'AB-200434', 'Flt3 tyrosine kinase inhibitors,/Astellas', 'AB-515', 'Flt3 tyrosine kinase inhibitors,/', 'AC-220']",quizartinib dihydrochloride,fexact,"['ab 200432', 'asp 2689', 'quizartinib', 'ac 886', 'vanflyta', 'ab 530', 'ab 460', 'quizartinib dihydrochloride', 'ab 200382', 'ab 200243', 'flt3 tyrosine kinase inhibitors', 'ab 200434', 'flt3 tyrosine kinase inhibitors astellas', 'ab 515', 'flt3 tyrosine kinase inhibitors', 'ac 220']",correct_mapping
TL-895,Tyrosine kinase inhibitor (TKI),TL-895,,TL-895,tl 895,fexact,"['bruton\xa0tyrosine kinase inhibitor (oral, COVID-19/viral pneumonia)', 'TL-895', 'bruton\xa0tyrosine kinase inhibitor (myelofibrosis)']",TL-895,fexact,"['bruton\xa0tyrosine kinase inhibitor oral covid 19 viral pneumonia', 'tl 895', 'bruton\xa0tyrosine kinase inhibitor myelofibrosis']",correct_mapping
"L-asparaginase, Alize",Asparaginase stimulant,L-asparaginase,Alize,asparaginase,asparaginase,fuzzy,"['Spectrila', 'asparaginase']",asparaginase,fexact,"['spectrila', 'asparaginase']",incorrect_mapping
"natural killer cells, unspecified",Immunostimulant,natural killer cells,unspecified,,,0,['natural killer cells'],,0,[],0
daunorubicin,DNA synthesis inhibitor; Radical formation stimulant; DNA topoisomerase II inhibitor; RNA synthesis inhibitor,daunorubicin,,"doxorubicin (encapsulated nanoparticle, bone cancer)",daunorubicin,fexact,"['doxorubicin (encapsulated nanoparticle, bone cancer)', 'doxorubicin', 'daunorubicin (encapsulated nanoparticle, breast cancer)', 'doxorubicin (encapsulated nanoparticle, breast cancer)', 'IT-143', 'daunorubicin']","doxorubicin (encapsulated nanoparticle, bone cancer)",fexact,"['doxorubicin encapsulated nanoparticle bone cancer', 'doxorubicin', 'daunorubicin encapsulated nanoparticle breast cancer', 'doxorubicin encapsulated nanoparticle breast cancer', 'it 143', 'daunorubicin']",correct_mapping
TAS-1553,Ribonucleoside diphosphate reductase inhibitor,TAS-1553,,TAS-1553,tas 1553,fexact,"['RNR inhibitors (cancer)', 'ribonucleotide reductase inhibitors (cancer)', 'TAS-1553']",TAS-1553,fexact,"['rnr inhibitors cancer', 'ribonucleotide reductase inhibitors cancer', 'tas 1553']",correct_mapping
ALX-148,CD47 antagonist; Immuno-oncology therapy; Signal regulatory protein alpha antagonist,ALX-148,,ALX-148,alx 148,fexact,"['CD47 inhibitor (cancer), Alexo Therapeutics', 'CD47-SIRPalpha interaction inhibitors (cancer), Alexo Therapeutics', 'cd47-sirpalpha interaction inhibitors (myelodysplastic syndrome/acute myelogenous leukemia)', 'ALX-148', 'CD47 checkpoint inhibitor (cancer/acute myelogenous leukemia/), Alexo Therapeutics']",ALX-148,fexact,"['cd47 inhibitor cancer alexo therapeutics', 'cd47 sirpalpha interaction inhibitors cancer alexo therapeutics', 'cd47 sirpalpha interaction inhibitors myelodysplastic syndrome acute myelogenous leukemia', 'alx 148', 'cd47 checkpoint inhibitor cancer acute myelogenous leukemia alexo therapeutics']",correct_mapping
"interferon gamma-1b, unspecified",Interferon receptor agonist; T helper cell stimulant,interferon gamma-1b,unspecified,Actimmune,interferon gamma 1b,fexact,"['Actimmune', 'interferon gamma-1b,/', 'Immukine', 'Imukin', 'interferon gamma, Connective Therapeutics', 'interferon gamma-1b, Horizon/Clinigen', 'Immukin', 'interferon gamma, Connetics', 'DK-1001, THERAMetrics', 'DK-1001, mondoBIOTECH', 'DasKloster 1001-01', 'interferon (gamma1b)', 'interferon (gamma1b), Daiichi', 'interferon (gamma1b), Toray', 'interferon gamma-1b, Horizon/', 'interferon (gamma1b), Genentech', 'interferon gamma-1b', 'interferon gamma', 'Imuforgamma', 'Imukine']",Actimmune,fexact,"['actimmune', 'interferon gamma 1b', 'immukine', 'imukin', 'interferon gamma connective therapeutics', 'interferon gamma 1b horizon clinigen', 'immukin', 'interferon gamma connetics', 'dk 1001 therametrics', 'dk 1001 mondobiotech', 'daskloster 1001 01', 'interferon gamma1b', 'interferon gamma1b daiichi', 'interferon gamma1b toray', 'interferon gamma 1b horizon', 'interferon gamma1b genentech', 'interferon gamma 1b', 'interferon gamma', 'imuforgamma', 'imukine']",correct_mapping
NKX-101,Interleukin 15 agonist; Natural killer cell group 2D stimulant; Immuno-oncology therapy,NKX-101,,NKX-101,nkx 101,fexact,"['allogeneic CAR NK cell therapy (NK cell expansion technology, cancer)', 'allogeneic anti-NKG2D-ligand CAR NK-cell therapy (IL-15 technology, cancer)', 'NKX-101', 'allogeneic CAR NK cell therapy (NK cell expansion technology, hepatocellular carcinoma (HCC)/ intrahepatic cholangiocarcinoma (ICC)/metastatic colorectal cancer (mCRC))']",NKX-101,fexact,"['allogeneic car nk cell therapy nk cell expansion technology cancer', 'allogeneic anti nkg2d ligand car nk cell therapy il 15 technology cancer', 'nkx 101', 'allogeneic car nk cell therapy nk cell expansion technology hepatocellular carcinoma hcc intrahepatic cholangiocarcinoma icc metastatic colorectal cancer mcrc']",correct_mapping
